==8854== NVPROF is profiling process 8854, command: ./matrixMul_concurrent --stream=1
==8854== Profiling application: ./matrixMul_concurrent --stream=1
==8854== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
414.43ms  4.7397ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [209]
419.17ms  5.3866ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [216]
424.56ms  4.7391ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [223]
429.30ms  5.3852ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [230]
434.69ms  4.7399ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [237]
439.43ms  5.3849ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [244]
444.81ms  4.7391ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [251]
449.55ms  5.3842ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [258]
454.94ms  4.7397ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [265]
459.68ms  5.3845ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [272]
465.07ms  4.7395ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [279]
469.81ms  5.3844ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [286]
475.19ms  4.7398ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [293]
479.93ms  5.3838ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [300]
485.32ms  4.7392ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [307]
490.06ms  5.3846ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [314]
495.44ms  4.7396ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [321]
500.18ms  5.3863ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [328]
505.57ms  4.7394ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [335]
510.31ms  5.3847ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [342]
515.70ms  4.7394ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [349]
520.44ms  5.3851ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [356]
525.83ms  4.7394ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [363]
530.57ms  5.3836ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [370]
535.95ms  4.7388ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [377]
540.69ms  5.3839ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [384]
546.08ms  4.7389ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [391]
550.82ms  5.3841ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [398]
556.20ms  4.7394ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [405]

Regs: Number of registers used per CUDA thread. This number includes registers used internally by the CUDA driver and/or tools and can be more than what the compiler shows.
SSMem: Static shared memory allocated per CUDA block.
DSMem: Dynamic shared memory allocated per CUDA block.
SrcMemType: The type of source memory accessed by memory operation/copy
DstMemType: The type of destination memory accessed by memory operation/copy
