==2309== NVPROF is profiling process 2309, command: ./matrixMul_concurrent --streams=4
==2309== Profiling application: ./matrixMul_concurrent --streams=4
==2309== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
442.95ms  3.7281ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        16  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [212]
446.39ms  3.7225ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        17  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [226]
449.83ms  3.7223ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [240]
453.26ms  4.2302ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        15  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [205]
457.17ms  4.2394ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        16  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [219]
461.09ms  4.2413ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        17  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [233]
465.00ms  4.2297ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [247]
468.91ms  3.7430ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        15  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [254]
472.37ms  3.7351ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        16  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [268]
475.81ms  3.7250ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        17  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [282]
479.46ms  3.7272ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [296]
482.90ms  4.2348ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        15  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [261]
486.80ms  4.2340ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        16  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [275]
490.73ms  4.2429ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        17  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [289]
494.65ms  4.2298ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [303]
498.55ms  3.7448ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        15  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [310]
502.01ms  3.7250ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        16  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [324]
505.45ms  3.7272ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        17  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [338]
508.89ms  3.7282ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [352]
512.33ms  4.2348ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        15  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [317]
516.44ms  4.2357ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        16  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [331]
520.37ms  4.2480ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        17  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [345]
524.29ms  4.2318ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [359]
528.20ms  3.7405ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        15  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [366]
531.65ms  3.7233ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        16  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [380]
535.09ms  3.7233ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        17  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [394]
538.52ms  3.7338ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [408]
541.97ms  4.2376ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        15  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [373]
545.88ms  4.2367ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        16  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [387]
549.81ms  4.2413ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        17  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [401]

Regs: Number of registers used per CUDA thread. This number includes registers used internally by the CUDA driver and/or tools and can be more than what the compiler shows.
SSMem: Static shared memory allocated per CUDA block.
DSMem: Dynamic shared memory allocated per CUDA block.
SrcMemType: The type of source memory accessed by memory operation/copy
DstMemType: The type of destination memory accessed by memory operation/copy
