==8884== NVPROF is profiling process 8884, command: ./matrixMul_concurrent --stream=1
==8884== Profiling application: ./matrixMul_concurrent --stream=1
==8884== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
379.90ms  5.3843ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [160]
385.29ms  4.7394ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [167]
390.03ms  5.3837ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [174]
395.41ms  4.7391ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [181]
400.15ms  5.3864ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [188]
405.54ms  4.7392ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [195]
410.28ms  5.3856ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [202]
415.67ms  4.7395ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [209]
420.41ms  5.3813ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [216]
425.79ms  4.7390ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [223]
430.53ms  5.3877ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [230]
435.92ms  4.7395ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [237]
440.66ms  5.3876ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [244]
446.05ms  4.7394ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [251]
450.79ms  5.3831ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [258]
456.17ms  4.7395ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [265]
460.91ms  5.3857ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [272]
466.30ms  4.7394ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [279]
471.04ms  5.3858ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [286]
476.43ms  4.7395ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [293]
481.17ms  5.3839ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [300]
486.55ms  4.7391ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [307]
491.29ms  5.3852ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [314]
496.68ms  4.7388ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [321]
501.42ms  5.3851ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [328]
506.81ms  4.7393ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [335]
511.55ms  5.3875ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [342]
516.94ms  4.7397ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [349]
521.68ms  5.3836ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [356]
527.06ms  4.7391ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [363]
531.80ms  5.3843ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [370]
537.19ms  4.7400ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [377]
541.93ms  5.3830ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [384]
547.31ms  4.7396ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [391]
552.05ms  5.3828ms            (44 22 1)       (32 32 1)        38        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA<int=32>(float*, float*, float*, int, int) [398]
557.44ms  4.7388ms            (44 22 1)       (32 32 1)        36        0B  0.9766KB         -           -           -           -  Tesla V100-SXM2         1        14  void matrixMulCUDA_int<int=32>(int*, int*, int*, int, int) [405]

Regs: Number of registers used per CUDA thread. This number includes registers used internally by the CUDA driver and/or tools and can be more than what the compiler shows.
SSMem: Static shared memory allocated per CUDA block.
DSMem: Dynamic shared memory allocated per CUDA block.
SrcMemType: The type of source memory accessed by memory operation/copy
DstMemType: The type of destination memory accessed by memory operation/copy
